REGN,OKATO,OKPO,OGRN,REGN_S,BIC,DT,NAME_B,ADR,C2_5
3440,45,70208433,1037711005782,3440,044579377,2/1/2013,"ОАО КБ ""ТЭСТ""","119119, г.  Москва, Ленинский проспект, дом 42, корпус 1",17
3441,45,70170324,1037711005804,3441,044599339,2/1/2013,"КБ ""Банк Развития Технологий"" (ЗАО)","107045, г. Москва, Сретенский бульвар, д.7/1/8, стр.3",20
3443,45,17534421,1037711007773,3443,044583616,2/1/2013,"ООО КБ ""Анелик РУ""","125124, г.Москва, 1-ая ул.Ямского Поля, д.19, стр.1",17
3446,45,,1037711012998,3446,044525500,2/1/2013,"""Коммерческий банк Индии"" ООО","109147, г. Москва, Марксистская ул., д. 16",17
3447,45,72047912,1107711000011,3447-К,044552247,2/1/2013,"РНКО ""ИРЦ"" ЗАО","109052, г. Москва, ул. Нижегородская, д. 29-33, стр. 2, 3",17
3449,45,,1041651600462,3449,044579714,2/1/2013,"ООО КБ ""Европейский Экспресс""","127051, г. Москва, Цветной бульвар, дом 11, строение 6",17
3450,45,72049182,1087711000046,3450,044552536,2/1/2013,"Банк ""РЕСО Кредит"" (ОАО)","125047, г. Москва, ул. Гашека, д. 12, стр. 1",17
3452,45,77318103,1057711000820,3452,044552492,2/1/2013,"КБ ""Альтернатива"" (ООО)","109028, г. Москва, пер. Казарменный, д. 6, стр. 1",17
3454,45,,1057711003569,3454-К,044583934,2/1/2013,"НКО ""ИНКАХРАН"" (ОАО)","105005, г.Москва, наб. Академика Туполева, д. 15, корп. 22",17
3457,22,77816597,1055200015408,3457,042202720,2/1/2013,"ЗАО ""ФОРУС Банк""","603000, г. Нижний Новгород, ул. Максима Горького, д.117",21
3459,78,,1057602820340,3459,047884705,2/1/2013,"ООО КБ ""Еврокапитал-Альянс""","152020, Ярославская область, г.Переславль-Залесский, ул.Комсомольская, д.1а",17
3460,45,,1057711014800,3460,044525717,2/1/2013,"ООО ""Америкэн Экспресс Банк""","119048, г. Москва, ул. Усачева, д. 33, стр. 1",17
3461,36,93583023,1066300000260,3461,043601927,2/1/2013,"ОАО ""Первобанк""","443086, г.Самара, ул.Ерошевского, 3 А",17
3463,45,,1067711001863,3463,044525733,2/1/2013,"ООО ""Ю Би Эс Банк""","115054, г. Москва, Павелецкая пл., д. 2, стр. 2, 11 эт.",17
3466,45,96537839,1067711004481,3466,044552721,2/1/2013,"ЗАО АКБ ""Национальный Клиринговый Центр""","125009, г. Москва, Большой Кисловский пер., д. 13",19
3467,45,,1067711004437,3467,044585550,2/1/2013,"ОАО КБ ""ЮНИСТРИМ""","127083, г. Москва, ул. Верхняя Масловка, д. 20, стр. 2",30
3468,40,98620556,1077800000167,3468,044030820,2/1/2013,Санкт-Петербургский банк инвестиций (ЗАО),"197101, г. Санкт-Петербург, ул. Большая Монетная, дом 16, корпус 30, Литер А",17
3470,45,80858748,1077711000058,3470,044525630,2/1/2013,"ЗАО ""Тойота Банк""","109028, г. Москва, Серебряническая наб., дом 29",17
3471,45,80858754,1077711000069,3471,044525650,2/1/2013,"КБ ""МБК"" ООО","123317, г. Москва, Пресненская набережная, д. 10, блок С",17
3472,19,,1073500001640,3472-К,041909708,2/1/2013,"НКО ""КредитАльянс"" (ООО)","160000, г. Вологда, ул. Ветошкина, д.49",17
3473,45,82472585,1077711000113,3473,044525159,2/1/2013,"""Мерседес-Бенц Банк Рус"" ООО","125167, г. Москва, Ленинградский проспект, д. 39 а",17
3474,45,82505741,1077711000135,3474-Д,044579977,2/1/2013,"ЗАО НКО ""ДКД""","119019, г. Москва, Большой Знаменский пер., д. 1, стр. 1",17
3475,45,,1077711000157,3475,044525551,2/1/2013,"АКБ ""ТПБК"" (Москва) (ЗАО)","109028, г. Москва, Серебряническая наб., д. 29",17
3476,45,84741167,1077711000179,3476,044552751,2/1/2013,"АКБ ""Терра"" ЗАО","115093, г. Москва, ул. Щипок, д. 2",17
3477,45,,1077711000180,3477,044525263,2/1/2013,"ООО ""Атлас Банк""","119017, г. Москва, Кадашевская набережная, дом 6/1/2, стр. 1",17
3479,45,84074239,1077711000190,3479,044525163,2/1/2013,"ЗАО ""Ури Банк""","121099, г. Москва, Новинский бульвар, дом 8",17
3480,45,84844298,1077711000201,3480,044579793,2/1/2013,"ООО ""Банк БЦК-Москва""","123100, г. Москва, проезд Шмитовский, д. 3, строение 3",17
3481,45,86555411,1087711000024,3481,044552674,2/1/2013,"ООО ""Банк ПСА Финанс РУС""","101000, г. Москва, Чистопрудный бульвар, д. 17, стр. 1",17
3482,46,,1085000001998,3482,044583770,2/1/2013,"""БМВ Банк"" ООО","141407, Московская область, г. Химки, ул. Панфилова, владение 19, строение 1",17
3483,04,,1082400001078,3483-К,040407686,2/1/2013,НКО Красноярский Краевой Расчетный Центр ООО,"660118, г. Красноярск, ул. Водопьянова, 20",31
3484,45,,1085000003582,3484,044552421,2/1/2013,"КБ ""МСБ"" (ООО)","119021, г. Москва, ул. Толстого Льва, д. 2/22, стр. 6",17
3485,45,,1087711000068,3485-К,044579252,2/1/2013,"РНКО ""РЦ ЭНЕРГОБИЗНЕС"" (ООО)","105120, г. Москва, 3-й Сыромятнический пер., д. 3/9, стр. 1",31
3486,45,,1087711000079,3486-К,044583555,2/1/2013,"НКО ""БРИНКС"" (ООО)","125493, г. Москва, ул. Смольная, д. 12",17
3487,45,,1087711000080,3487-К,044552422,2/1/2013,"РНКО ""РБЦ"" (ООО)","115035, г. Москва, Овчинниковская наб., д. 22/24, стр. 1",17
3489,20,87975291,1103600000756,3489-Д,042007839,2/1/2013,"ОАО НДКО ""МЦМ""","394018, г. Воронеж, улица Орджоникидзе,  д. 36 Б",17
3491,45,89556865,1087711000123,3491,044552723,2/1/2013,"ООО ""Идеалбанк""","117525, г. Москва, ул. Днепропетровская, д. 4 Б",23
3492,45,,1087711000134,3492,044599115,2/1/2013,"КБ ""НОВОЕ ВРЕМЯ"" (ООО)","109028, г. Москва, ул. Воронцово поле, д. 5",17
3494,45,,1097711000045,3494,044525470,2/1/2013,"ЗАО ""СМБСР Банк""","123317, г. Москва, Пресненская набережная, д. 10",17
3495,03,,1092300001310,3495,040349830,2/1/2013,"ЗАО ""ЮМК банк""","350080, г. Краснодар, ул. Уральская, 95",17
3496,45,62196338,1097711000056,3496-К,044552354,2/1/2013,"НКО ""Финансовые услуги"" (ООО)","107113, г. Москва, ул. 3-я Рыбинская, дом 28",17
3497,45,62177938,1097711000067,3497-Д,044552411,2/1/2013,"ООО НКО ""Тор Кредит""","119435, г. Москва, ул. Малая Пироговская, д. 18, строение 1",17
3499,45,,1097711000111,3499,044525834,2/1/2013,"Банк ""ВРБ Москва"" (ООО)","119180, г. Москва, ул. Большая Полянка, д. 61, стр. 1",17
3500,45,66957372,1107711000044,3500,044525619,2/1/2013,"ООО ""Фольксваген Банк РУС""","117485, г. Москва, ул. Обручева, д. 30/1, стр. 1",20
3502,45,91199668,1113600000580,3502-К,044583388,2/1/2013,"ОАО РНКО ""ФБ""","121069, г.Москва, Трубниковский переулок, д.26, стр. 1",17
3503,45,,1117711000032,3503,044552342,2/1/2013,"ООО ""Джаст Банк""","119180, г. Москва, ул. Большая Полянка, д. 54, стр. 1",29
3504,40,,1117800013286,3504,044030894,2/1/2013,"ЗАО ""СМБ-Банк""","191015, г. Санкт-Петербург, набережная Робеспьера, д. 4, лит. А",20
3505,41,,1124700000160,3505,044106888,2/1/2013,"ЗАО ""БАНК БЕРЕЙТ""","188820, Ленинградская область, Выборгский район, Рощинское городское поселение, г.п. Рощино, ул. Советская, д.10",17
3506,46,37596269,1125000001257,3506,044552888,2/1/2013,"""Феникс Капитал Банк"" (ООО)","127055, г. Москва, площадь Борьбы, дом 15",17
3507,19,,1123500000216,3507,041909707,2/1/2013,"""СеверСтройБанк"" ОАО","160009, г. Вологда, ул. Мальцева, д.52.",17
